categoryId	displayName	displayPath	lineage	coverageTier	appCategory	includeForEmbedding	embeddingPriority	annotationStatus	notes
rice-cooker-inner-pot	电饭煲内胆	厨房器具 / 厨房用品 / 锅具餐具 / 电饭煲内胆	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Rice Cooker Inner Pots	mvp	daily	pending	p2	pending	
chopstick-holder	筷筒	厨房器具 / 厨房用品 / 锅具餐具 / 筷筒	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Chopstick Holders	mvp	daily	pending	p2	pending	
tea-cup	茶杯	厨房器具 / 厨房用品 / 锅具餐具 / 茶杯	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Tea Cups	mvp	daily	pending	p2	pending	
wine-glass	酒杯	厨房器具 / 厨房用品 / 锅具餐具 / 酒杯	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Wine Glasses	mvp	daily	pending	p2	pending	
measuring-spoon	量勺	厨房器具 / 厨房用品 / 锅具餐具 / 量勺	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Measuring Spoons	mvp	daily	pending	p2	pending	
measuring-cup	量杯	厨房器具 / 厨房用品 / 锅具餐具 / 量杯	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Measuring Cups	mvp	daily	pending	p2	pending	
cutlery-set	餐具套装	厨房器具 / 厨房用品 / 锅具餐具 / 餐具套装	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Cutlery Sets	mvp	daily	pending	p2	pending	
dinner-plate	餐盘	厨房器具 / 厨房用品 / 锅具餐具 / 餐盘	Kitchenware and Tableware / Cookware Tableware / Cookware and Serving Ware / Dinner Plates	mvp	daily	pending	p2	pending	
cooling-mat	凉席	季节物品 / 季节用品 / 天气节日与季节用品 / 凉席	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Cooling Mats	mvp	daily	pending	p1	pending	
portable-fan	小风扇	季节物品 / 季节用品 / 天气节日与季节用品 / 小风扇	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Portable Fans	mvp	appliance	pending	p1	pending	
hand-warmer	暖宝宝	季节物品 / 季节用品 / 天气节日与季节用品 / 暖宝宝	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Hand Warmers	mvp	daily	pending	p1	pending	
hot-water-bottle	热水袋	季节物品 / 季节用品 / 天气节日与季节用品 / 热水袋	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Hot Water Bottles	mvp	daily	pending	p1	pending	
electric-blanket	电热毯	季节物品 / 季节用品 / 天气节日与季节用品 / 电热毯	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Electric Blankets	mvp	daily	pending	p1	pending	
red-envelope-pack	红包	季节物品 / 季节用品 / 天气节日与季节用品 / 红包	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Red Envelope Packs	mvp	daily	pending	p1	pending	
christmas-ornament	节日挂饰	季节物品 / 季节用品 / 天气节日与季节用品 / 节日挂饰	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Holiday Ornaments	mvp	daily	pending	p1	pending	
holiday-tree-stand	节日树支架	季节物品 / 季节用品 / 天气节日与季节用品 / 节日树支架	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Holiday Tree Stands	long-tail	daily	pending	p3	pending	
holiday-lights	节日灯串	季节物品 / 季节用品 / 天气节日与季节用品 / 节日灯串	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Holiday Light Strings	mvp	daily	pending	p1	pending	
holiday-gift-box	节日礼盒	季节物品 / 季节用品 / 天气节日与季节用品 / 节日礼盒	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Holiday Gift Boxes	mvp	daily	pending	p1	pending	
mosquito-coil-box	蚊香盒	季节物品 / 季节用品 / 天气节日与季节用品 / 蚊香盒	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Mosquito Coil Boxes	mvp	daily	pending	p1	pending	
sunscreen-bottle	防晒霜	季节物品 / 季节用品 / 天气节日与季节用品 / 防晒霜	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Sunscreen Bottles	mvp	daily	pending	p1	pending	
umbrella	雨伞	季节物品 / 季节用品 / 天气节日与季节用品 / 雨伞	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Umbrellas	mvp	daily	pending	p1	pending	
mosquito-repellent	驱蚊液	季节物品 / 季节用品 / 天气节日与季节用品 / 驱蚊液	Seasonal & Occasion / Seasonal Household Items / Weather, Holiday & Seasonal Supplies / Mosquito Repellent	mvp	daily	pending	p1	pending	
pet-shampoo-bottle	宠物沐浴露	宠物用品 / 宠物用品 / 宠物护理喂养与居住用品 / 宠物沐浴露	Pet Supplies / Pet Care / Pet Care, Feeding & Habitat Items / Pet Shampoo Bottles	mvp	pet	pending	p1	pending	
pet-bed	宠物窝	宠物用品 / 宠物用品 / 宠物护理喂养与居住用品 / 宠物窝	Pet Supplies / Pet Care / Pet Care, Feeding & Habitat Items / Pet Beds	mvp	pet	pending	p1	pending	
pet-carrier	宠物航空箱	宠物用品 / 宠物用品 / 宠物护理喂养与居住用品 / 宠物航空箱	Pet Supplies / Pet Care / Pet Care, Feeding & Habitat Items / Pet Carriers	mvp	pet	pending	p1	pending	
aquarium-tank	鱼缸	宠物用品 / 宠物用品 / 宠物护理喂养与居住用品 / 鱼缸	Pet Supplies / Pet Care / Pet Care, Feeding & Habitat Items / Aquariums	mvp	pet	pending	p1	pending	
fish-food-container	鱼食盒	宠物用品 / 宠物用品 / 宠物护理喂养与居住用品 / 鱼食盒	Pet Supplies / Pet Care / Pet Care, Feeding & Habitat Items / Fish Food Containers	mvp	pet	pending	p1	pending	
pet-cooling-mat	宠物凉垫	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物凉垫	Pet Care/Food / Pet Products / Additional Pet Products / Pet Cooling Mats	mvp	pet	pending	p2	pending	
pet-heating-pad	宠物加热垫	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物加热垫	Pet Care/Food / Pet Products / Additional Pet Products / Pet Heating Pads	mvp	pet	pending	p2	pending	
pet-diaper-pack	宠物尿裤包	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物尿裤包	Pet Care/Food / Pet Products / Additional Pet Products / Pet Diaper Packs	mvp	pet	pending	p2	pending	
pet-wet-wipes-pack	宠物湿巾包	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物湿巾包	Pet Care/Food / Pet Products / Additional Pet Products / Pet Wet Wipe Packs	mvp	pet	pending	p2	pending	
pet-toothbrush	宠物牙刷	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物牙刷	Pet Care/Food / Pet Products / Additional Pet Products / Pet Toothbrushes	mvp	pet	pending	p2	pending	
pet-toothpaste-tube	宠物牙膏管	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物牙膏管	Pet Care/Food / Pet Products / Additional Pet Products / Pet Toothpaste Tubes	mvp	pet	pending	p2	pending	
pet-backpack-carrier	宠物背包	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物背包	Pet Care/Food / Pet Products / Additional Pet Products / Pet Backpack Carriers	mvp	pet	pending	p2	pending	
pet-car-seat	宠物车载垫	宠物用品 / 宠物用品 / 宠物用品补充 / 宠物车载垫	Pet Care/Food / Pet Products / Additional Pet Products / Pet Car Seats	mvp	pet	pending	p2	pending	
fish-tank-filter	鱼缸过滤器	宠物用品 / 宠物用品 / 宠物用品补充 / 鱼缸过滤器	Pet Care/Food / Pet Products / Additional Pet Products / Fish Tank Filters	mvp	pet	pending	p2	pending	
bird-cage	鸟笼	宠物用品 / 宠物用品 / 宠物用品补充 / 鸟笼	Pet Care/Food / Pet Products / Additional Pet Products / Bird Cages	mvp	pet	pending	p2	pending	
waste-bag-roll	宠物拾便袋	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 宠物拾便袋	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Waste Bag Rolls	mvp	pet	pending	p1	pending	
grooming-brush	宠物梳	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 宠物梳	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Grooming Brushes	mvp	pet	pending	p1	pending	
pet-toy	宠物玩具	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 宠物玩具	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Toys	mvp	pet	pending	p1	pending	
pet-bowl	宠物碗	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 宠物碗	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Bowls	mvp	pet	pending	p1	pending	
pet-food-bag	宠物粮袋	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 宠物粮袋	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Food Bags	mvp	pet	pending	p1	pending	
leash	牵引绳	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 牵引绳	Pets / Pet Supplies / Pet Food, Care & Accessories / Pet Leashes	mvp	pet	pending	p1	pending	
litter-bag	猫砂袋	宠物用品 / 宠物用品 / 宠物食品护理与配件 / 猫砂袋	Pets / Pet Supplies / Pet Food, Care & Accessories / Cat Litter Bags	mvp	pet	pending	p1	pending	
pet-pee-pad-pack	宠物尿垫包	宠物用品 / 宠物用品 / 食品护理 / 宠物尿垫包	Pet Care/Food / Pet Products / Pet Food and Care / Pet Pee Pad Packs	mvp	pet	pending	p2	pending	
pet-nail-clipper	宠物指甲剪	宠物用品 / 宠物用品 / 食品护理 / 宠物指甲剪	Pet Care/Food / Pet Products / Pet Food and Care / Pet Nail Clippers	mvp	pet	pending	p2	pending	
pet-grooming-brush	宠物梳	宠物用品 / 宠物用品 / 食品护理 / 宠物梳	Pet Care/Food / Pet Products / Pet Food and Care / Pet Grooming Brushes	mvp	pet	pending	p2	pending	
pet-leash	宠物牵引绳	宠物用品 / 宠物用品 / 食品护理 / 宠物牵引绳	Pet Care/Food / Pet Products / Pet Food and Care / Pet Leashes	mvp	pet	pending	p2	pending	
pet-toy-ball	宠物玩具球	宠物用品 / 宠物用品 / 食品护理 / 宠物玩具球	Pet Care/Food / Pet Products / Pet Food and Care / Pet Toy Balls	mvp	pet	pending	p2	pending	
pet-harness	宠物胸背带	宠物用品 / 宠物用品 / 食品护理 / 宠物胸背带	Pet Care/Food / Pet Products / Pet Food and Care / Pet Harnesses	mvp	pet	pending	p2	pending	
pet-treat-bag	宠物零食袋	宠物用品 / 宠物用品 / 食品护理 / 宠物零食袋	Pet Care/Food / Pet Products / Pet Food and Care / Pet Treat Bags	mvp	pet	pending	p2	pending	
pet-water-fountain	宠物饮水机	宠物用品 / 宠物用品 / 食品护理 / 宠物饮水机	Pet Care/Food / Pet Products / Pet Food and Care / Pet Water Fountains	mvp	pet	pending	p2	pending	
dog-food-bag	狗粮袋	宠物用品 / 宠物用品 / 食品护理 / 狗粮袋	Pet Care/Food / Pet Products / Pet Food and Care / Dog Food Bags	mvp	pet	pending	p2	pending	
dog-food-can	狗罐头	宠物用品 / 宠物用品 / 食品护理 / 狗罐头	Pet Care/Food / Pet Products / Pet Food and Care / Dog Food Cans	mvp	pet	pending	p2	pending	
cat-litter-box	猫砂盆	宠物用品 / 宠物用品 / 食品护理 / 猫砂盆	Pet Care/Food / Pet Products / Pet Food and Care / Cat Litter Boxes	mvp	pet	pending	p2	pending	
cat-litter-bag	猫砂袋	宠物用品 / 宠物用品 / 食品护理 / 猫砂袋	Pet Care/Food / Pet Products / Pet Food and Care / Cat Litter Bags	mvp	pet	pending	p2	pending	
cat-food-bag	猫粮袋	宠物用品 / 宠物用品 / 食品护理 / 猫粮袋	Pet Care/Food / Pet Products / Pet Food and Care / Cat Food Bags	mvp	pet	pending	p2	pending	
cat-food-can	猫罐头	宠物用品 / 宠物用品 / 食品护理 / 猫罐头	Pet Care/Food / Pet Products / Pet Food and Care / Cat Food Cans	mvp	pet	pending	p2	pending	
bookshelf	书架	家具 / 家庭家具 / 座椅桌柜与架类 / 书架	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Bookshelves	mvp	daily	pending	p1	pending	
desk	书桌	家具 / 家庭家具 / 座椅桌柜与架类 / 书桌	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Desks	mvp	daily	pending	p1	pending	
stool	凳子	家具 / 家庭家具 / 座椅桌柜与架类 / 凳子	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Stools	mvp	daily	pending	p1	pending	
bedside-table	床头柜	家具 / 家庭家具 / 座椅桌柜与架类 / 床头柜	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Bedside Tables	mvp	daily	pending	p1	pending	
folding-chair	折叠椅	家具 / 家庭家具 / 座椅桌柜与架类 / 折叠椅	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Folding Chairs	mvp	daily	pending	p1	pending	
clothes-rack	晾衣架	家具 / 家庭家具 / 座椅桌柜与架类 / 晾衣架	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Clothes Racks	mvp	daily	pending	p1	pending	
cabinet	柜子	家具 / 家庭家具 / 座椅桌柜与架类 / 柜子	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Cabinets	mvp	daily	pending	p1	pending	
chair	椅子	家具 / 家庭家具 / 座椅桌柜与架类 / 椅子	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Chairs	mvp	daily	pending	p1	pending	
sofa	沙发	家具 / 家庭家具 / 座椅桌柜与架类 / 沙发	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Sofas	mvp	daily	pending	p1	pending	
tv-stand	电视柜	家具 / 家庭家具 / 座椅桌柜与架类 / 电视柜	Furniture / Household Furniture / Seating, Tables & Storage Furniture / TV Stands	mvp	daily	pending	p1	pending	
ottoman	脚凳	家具 / 家庭家具 / 座椅桌柜与架类 / 脚凳	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Ottomans	mvp	daily	pending	p1	pending	
coffee-table	茶几	家具 / 家庭家具 / 座椅桌柜与架类 / 茶几	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Coffee Tables	mvp	daily	pending	p1	pending	
shoe-rack	鞋架	家具 / 家庭家具 / 座椅桌柜与架类 / 鞋架	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Shoe Racks	mvp	daily	pending	p1	pending	
dining-table	餐桌	家具 / 家庭家具 / 座椅桌柜与架类 / 餐桌	Furniture / Household Furniture / Seating, Tables & Storage Furniture / Dining Tables	mvp	daily	pending	p1	pending	
office-chair	办公椅	家具 / 家庭家具 / 座椅沙发 / 办公椅	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Office Chairs	mvp	daily	pending	p2	pending	
armchair	单人沙发	家具 / 家庭家具 / 座椅沙发 / 单人沙发	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Armchairs	mvp	daily	pending	p2	pending	
bar-stool	吧椅	家具 / 家庭家具 / 座椅沙发 / 吧椅	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Bar Stools	mvp	daily	pending	p2	pending	
bean-bag-chair	懒人沙发	家具 / 家庭家具 / 座椅沙发 / 懒人沙发	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Bean Bag Chairs	mvp	daily	pending	p2	pending	
folding-stool	折叠凳	家具 / 家庭家具 / 座椅沙发 / 折叠凳	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Folding Stools	mvp	daily	pending	p2	pending	
shoe-changing-stool	换鞋凳	家具 / 家庭家具 / 座椅沙发 / 换鞋凳	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Shoe Changing Stools	mvp	daily	pending	p2	pending	
rocking-chair	摇椅	家具 / 家庭家具 / 座椅沙发 / 摇椅	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Rocking Chairs	mvp	daily	pending	p2	pending	
recliner-chair	躺椅	家具 / 家庭家具 / 座椅沙发 / 躺椅	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Recliner Chairs	mvp	daily	pending	p2	pending	
bench	长凳	家具 / 家庭家具 / 座椅沙发 / 长凳	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Benches	mvp	daily	pending	p2	pending	
dining-chair	餐椅	家具 / 家庭家具 / 座椅沙发 / 餐椅	Household/Office Furniture/Furnishing / Furniture / Seating Furniture / Dining Chairs	mvp	daily	pending	p2	pending	
study-desk	书桌	家具 / 家庭家具 / 桌柜架类 / 书桌	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Study Desks	mvp	daily	pending	p2	pending	
kitchen-cart	厨房推车	家具 / 家庭家具 / 桌柜架类 / 厨房推车	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Kitchen Carts	mvp	daily	pending	p2	pending	
display-cabinet	展示柜	家具 / 家庭家具 / 桌柜架类 / 展示柜	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Display Cabinets	mvp	daily	pending	p2	pending	
folding-table	折叠桌	家具 / 家庭家具 / 桌柜架类 / 折叠桌	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Folding Tables	mvp	daily	pending	p2	pending	
drawer-chest	斗柜	家具 / 家庭家具 / 桌柜架类 / 斗柜	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Drawer Chests	mvp	daily	pending	p2	pending	
ladder-shelf	梯形架	家具 / 家庭家具 / 桌柜架类 / 梯形架	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Ladder Shelves	mvp	daily	pending	p2	pending	
bathroom-cabinet	浴室柜	家具 / 家庭家具 / 桌柜架类 / 浴室柜	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Bathroom Cabinets	mvp	daily	pending	p2	pending	
console-table	玄关桌	家具 / 家庭家具 / 桌柜架类 / 玄关桌	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Console Tables	mvp	daily	pending	p2	pending	
computer-desk	电脑桌	家具 / 家庭家具 / 桌柜架类 / 电脑桌	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Computer Desks	mvp	daily	pending	p2	pending	
floating-shelf	置物隔板	家具 / 家庭家具 / 桌柜架类 / 置物隔板	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Floating Shelves	mvp	daily	pending	p2	pending	
medicine-cabinet	药柜	家具 / 家庭家具 / 桌柜架类 / 药柜	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Medicine Cabinets	mvp	daily	pending	p2	pending	
coat-rack	衣帽架	家具 / 家庭家具 / 桌柜架类 / 衣帽架	Household/Office Furniture/Furnishing / Furniture / Tables Cabinets and Shelving / Coat Racks	mvp	daily	pending	p2	pending	
